Train.Red Export for,Session at 2025-05-06 2:15 p.m.,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor 1,Train.Red FYER,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor DataType,expertV13,,,,,,,,,,
Sensor ID,Train.Red FYER 0673,,,,,,,,,,
Mac Address,,,,,,,,,,,
Firmware Version,,,,,,,,,,,
Sensor Position,legRightUpperFront,,,,,,,,,,
3037.01,1,,58.05,15.99,3,0,,59.96,26.92,3,-1
3037.04,1,,58.05,15.99,3,0,,58.74,27.31,3,-1
3037.25,1,,57.79,16.73,3,0,,60.68,27.23,3,-1
3037.26,1,,57.79,16.73,3,0,,60.93,27.42,3,-1
3037.35,1,,56.97,17.02,3,0,,60.35,26.48,3,-1
3037.49,1,,58.45,15.92,3,0,,59.34,26.81,3,-1
3037.56,1,,58.45,15.92,3,0,,61.19,27.07,3,-1
3037.7,1,,57.13,16.99,3,0,,59.88,27.26,3,-1
3037.73,1,,57.13,16.99,3,0,,60.59,27.23,3,-1
3037.86,1,,56.93,16.88,3,0,,60.85,27.4,3,-1
3037.94,1,,57.23,17.41,3,0,,60.37,27.23,3,-1
3038.04,1,,57.05,16.65,3,0,,60.37,26.84,3,-1
3038.15,1,,57.05,16.65,3,0,,59.08,27.15,3,-1
3038.24,1,,57.12,16.61,3,0,,60.53,27.25,3,-1
3038.45,1,,57.39,16.58,3,0,,60.36,27.54,3,-1
3038.45,1,,57.39,16.58,3,0,,61.2,27.55,3,-1
3038.54,1,,56.98,16.58,3,0,,59.91,27,3,-1
3038.63,1,,57.3,16.04,3,0,,58.89,26.84,3,-1
3038.78,1,,58.16,16.6,3,0,,60.28,27.13,3,-1
3038.96,1,,57.47,17.01,3,0,,60.19,27.2,3,-1
3038.96,1,,57.47,17.01,3,0,,60.19,27.2,3,-1
3039.05,1,,57.6,16.68,3,0,,59.7,27.01,3,-1
3039.14,1,,57,16.47,3,0,,59.14,26.59,3,-1
3039.27,1,,57.29,15.88,3,0,,59.33,26.99,3,-1
3039.38,1,,56.76,16.7,3,0,,60.07,27.06,3,-1
3039.45,1,,56.76,16.7,3,0,,60.35,27.46,3,-1
3039.56,1,,57.11,16.95,3,0,,60.18,26.98,3,-1
3039.62,1,,57.11,16.95,3,0,,60.6,26.83,3,-1
3039.75,1,,57.11,16.95,3,0,,60.72,26.75,3,-1
3039.84,1,,58.79,15.75,3,0,,59.72,27.19,3,-1
3040.05,1,,56.92,16.63,3,0,,60.99,27.08,3,-1
3040.05,1,,56.92,16.63,3,0,,60.55,27.23,3,-1
3040.14,1,,57.22,16.37,3,0,,59.88,27.06,3,-1
3040.22,1,,57.38,16.22,3,0,,59.27,26.7,3,-1
3040.35,1,,57.37,15.49,3,0,,59.54,26.86,3,-1
3040.56,1,,57.23,16.32,3,0,,59.09,26.81,3,-1
3040.56,1,,57.23,16.32,3,0,,60.28,27.27,3,-1
3040.61,1,,57.57,16.31,3,0,,60.41,27.11,3,-1
3040.73,1,,56.54,16.39,3,0,,58.2,26.79,3,-1
3040.86,1,,56.77,15.47,3,0,,59.41,26.87,3,-1
3040.97,1,,57.15,15.95,3,0,,60.04,27.17,3,-1
3041.03,1,,57.15,15.95,3,0,,60.84,27.21,3,-1
3041.15,1,,57.15,15.95,3,0,,60.52,27.03,3,-1
3041.24,1,,57.46,16.64,3,0,,60.17,26.96,3,-1
3041.3,1,,57.46,16.64,3,0,,60.43,26.25,3,-1
3041.51,1,,57.28,16.68,3,0,,61.13,27.06,3,-1
3041.51,1,,57.28,16.68,3,0,,60.64,27.09,3,-1
3041.6,1,,56.48,16.46,3,0,,60.84,27.3,3,-1
3041.81,1,,56.68,16.1,3,0,,63,27.38,3,-1
3041.81,1,,56.68,16.1,3,0,,60.68,27.01,3,-1
3041.9,1,,56.39,15.84,3,0,,59.01,27.07,3,-1
3042.14,1,,57.23,16.83,3,0,,59.93,27.18,3,-1
3042.14,1,,57.23,16.83,3,0,,59.13,27.77,3,-1
3042.24,1,,57.23,16.83,3,0,,60.58,27.34,3,-1
3042.29,1,,59.56,16.69,3,0,,60.84,26.3,3,-1
3042.51,1,,58.07,15.49,3,0,,59.27,26.67,3,-1
3042.51,1,,58.07,15.49,3,0,,59.99,27.17,3,-1
3042.59,1,,56.9,16.54,3,0,,61.09,26.54,3,-1
3042.83,1,,57.72,16.73,3,0,,61.25,27.62,3,-1
3042.83,1,,57.72,16.73,3,0,,59.39,27.03,3,-1
3042.89,1,,57.72,16.73,3,0,,59.35,26.77,3,-1
3043.01,1,,57.65,16.06,3,0,,59.57,26.75,3,-1
3043.14,1,,59.3,15.92,3,0,,60.11,27.06,3,-1
3043.19,1,,59.3,15.92,3,0,,60.33,26.91,3,-1
3043.34,1,,57.75,16.69,3,0,,60.03,26.59,3,-1
3043.4,1,,57.75,16.69,3,0,,60.77,27,3,-1
3043.49,1,,56.98,16.72,3,0,,59.42,26.76,3,-1
3043.73,1,,57.25,16.55,3,0,,59.55,27.07,3,-1
3043.73,1,,57.25,16.55,3,0,,59.67,27.42,3,-1
3043.79,1,,57.25,16.55,3,0,,59.77,27.33,3,-1
3043.88,1,,57.61,16.68,3,0,,60.49,27.1,3,-1
3044.03,1,,56.83,16.24,3,0,,59.37,26.78,3,-1
3044.09,1,,56.83,16.24,3,0,,58.87,26.84,3,-1
3044.3,1,,56.83,16.24,3,0,,59.34,26.92,3,-1
3044.3,1,,56.83,16.24,3,0,,59.34,26.92,3,-1
3044.39,1,,56.83,16.24,3,0,,60.17,26.94,3,-1
3044.55,1,,56.83,16.24,3,0,,58.96,26.86,3,-1
3044.57,1,,56.83,16.24,3,0,,59.37,26.7,3,-1
3044.78,1,,57.48,16.85,3,0,,59.73,27.62,3,-1
3044.78,1,,57.48,16.85,3,0,,59.73,27.62,3,-1
3044.88,1,,57.12,16.61,3,0,,59.63,27.14,3,-1
3045.09,1,,57.12,16.61,3,0,,60.22,26.7,3,-1
3045.09,1,,57.12,16.61,3,0,,59.76,26.76,3,-1
3045.24,1,,57.12,16.61,3,0,,59.75,26.64,3,-1
3045.27,1,,57.12,16.61,3,0,,60.95,26.82,3,-1
3045.38,1,,57.12,16.61,3,0,,60.64,27.01,3,-1
3045.47,1,,57.55,17.08,3,0,,60.92,27.2,3,-1
3045.56,1,,56.98,16.92,3,0,,59.71,26.75,3,-1
3045.74,1,,56.39,15.76,3,0,,59.7,26.58,3,-1
3045.78,1,,56.39,15.76,3,0,,60,26.97,3,-1
3045.87,1,,56.36,16.75,3,0,,59.57,26.93,3,-1
3046.08,1,,56.86,16.71,3,0,,58.31,27.07,3,-1
3046.08,1,,56.86,16.71,3,0,,59.76,26.97,3,-1
3046.16,1,,56.25,16.49,3,0,,59.22,26.73,3,-1
3046.4,1,,57.47,16.37,3,0,,60.33,26.42,3,-1
3046.4,1,,57.47,16.37,3,0,,60.03,26.8,3,-1
3046.49,1,,57.37,16.44,3,0,,60.15,26.82,3,-1
3046.55,1,,57.37,16.44,3,0,,61.33,26.61,3,-1
3046.78,1,,56.63,16.67,3,0,,60.17,26.89,3,-1
3046.78,1,,56.63,16.67,3,0,,59.69,26.54,3,-1
3046.86,1,,57.06,15.54,3,0,,59.74,26.98,3,-1
3047.07,1,,56.7,16.43,3,0,,61.38,27.23,3,-1
3047.07,1,,56.7,16.43,3,0,,60.46,27.04,3,-1
3047.25,1,,57.68,16.54,3,0,,60.43,26.82,3,-1
3047.28,1,,57.68,16.54,3,0,,60.24,26.84,3,-1
3047.39,1,,57.34,15.75,3,0,,59.76,27.1,3,-1
3047.55,1,,56.67,16.75,3,0,,61.17,26.88,3,-1
3047.55,1,,56.67,16.75,3,0,,61.17,26.88,3,-1
3047.78,1,,57.32,16.17,3,0,,60.18,27.17,3,-1
3047.78,1,,57.32,16.17,3,0,,60.18,27.17,3,-1
3047.97,1,,56.65,15.4,3,0,,59.92,26.53,3,-1
3047.97,1,,56.65,15.4,3,0,,59.92,26.53,3,-1
3048.11,1,,57.32,16.47,3,0,,59.18,26.74,3,-1
3048.14,1,,57.32,16.47,3,0,,59.59,26.82,3,-1
3048.27,1,,57.32,16.47,3,0,,59.55,26.9,3,-1
3048.35,1,,56.74,16.22,3,0,,57.89,26.53,3,-1
3048.44,1,,57.71,16.06,3,0,,59.84,26.67,3,-1
3048.65,1,,55.59,15.96,3,0,,59.98,26.97,3,-1
3048.65,1,,55.59,15.96,3,0,,60.07,26.87,3,-1
3048.75,1,,55.59,15.96,3,0,,60.75,27.11,3,-1
3048.87,1,,57.83,16.25,3,0,,59.4,26.64,3,-1
3048.95,1,,57.3,16.39,3,0,,59.4,26.52,3,-1
3049.11,1,,57.85,15.99,3,0,,59.35,26.77,3,-1
3049.13,1,,57.85,15.99,3,0,,59.51,26.96,3,-1
3049.28,1,,58.15,16.66,3,0,,60.89,27.38,3,-1
3049.4,1,,58.15,16.66,3,0,,59.98,27.09,3,-1
3049.47,1,,58.15,16.66,3,0,,60.05,26.88,3,-1
3049.56,1,,58.15,16.66,3,0,,59.65,26.78,3,-1
3049.65,1,,58.15,16.66,3,0,,59.24,26.95,3,-1
3049.74,1,,58.15,16.66,3,0,,59.32,26.89,3,-1
3049.82,1,,58.15,16.66,3,0,,60.47,27.02,3,-1
3049.94,1,,58.15,16.66,3,0,,59.53,27.23,3,-1
3050.03,1,,58.15,16.66,3,0,,59.06,26.7,3,-1
3050.12,1,,56.54,15.62,3,0,,59.15,26.41,3,-1
3050.25,1,,56.54,15.62,3,0,,58.31,26.66,3,-1
3050.33,1,,56.88,16.29,3,0,,59.58,26.77,3,-1
3050.46,1,,57.63,16.26,3,0,,59.42,26.95,3,-1
3050.55,1,,57.63,16.26,3,0,,60.13,26.94,3,-1
3050.63,1,,57.15,16.15,3,0,,59.53,26.61,3,-1
3050.76,1,,56.95,15.32,3,0,,60.09,27.2,3,-1
3050.9,1,,55.33,16.05,3,0,,59.62,26.97,3,-1
3050.99,1,,55.33,16.05,3,0,,59.63,26.92,3,-1
3051.02,1,,55.33,16.05,3,0,,59.92,26.78,3,-1
3051.11,1,,56.8,16.41,3,0,,61.55,26.35,3,-1
3051.32,1,,60.14,16.29,3,0,,60.2,27.01,3,-1
3051.32,1,,60.14,16.29,3,0,,60.03,27.25,3,-1
3062.83,1,,57.55,16.32,3,0,,59.78,26.58,3,-1
3062.92,1,,57.55,16.32,3,0,,59.56,26.43,3,-1
3063.04,1,,56.92,15.85,3,0,,60.61,26.59,3,-1
3063.13,1,,56.81,16.08,3,0,,57.91,26.52,3,-1
3063.22,1,,56.81,16.08,3,0,,59.69,26.21,3,-1
3063.34,1,,56.79,15.2,3,0,,58.97,26.36,3,-1
3063.48,1,,58.4,15.87,3,0,,59,26.36,3,-1
3063.53,1,,58.4,15.87,3,0,,59.71,26.73,3,-1
3063.61,1,,58.4,15.87,3,0,,58.55,26.53,3,-1
3063.74,1,,58.4,15.87,3,0,,59.34,26.24,3,-1
3063.83,1,,58.4,15.87,3,0,,59.78,26.64,3,-1
3063.92,1,,58.4,15.87,3,0,,59.78,26.83,3,-1
3064.03,1,,58.4,15.87,3,0,,59.57,26.65,3,-1
3064.12,1,,58.4,15.87,3,0,,56.87,26.94,3,-1
3064.21,1,,58.4,15.87,3,0,,58.92,26.49,3,-1
3064.33,1,,58.4,15.87,3,0,,58.51,26.05,3,-1
3064.43,1,,58.4,15.87,3,0,,59.58,26.53,3,-1
3064.51,1,,58.4,15.87,3,0,,59.35,26.61,3,-1
3064.61,1,,58.4,15.87,3,0,,60.26,26.72,3,-1
3064.73,1,,58.4,15.87,3,0,,60.19,26.15,3,-1
3064.82,1,,58.4,15.87,3,0,,59.26,26.48,3,-1
3064.96,1,,58.4,15.87,3,0,,59.35,26.39,3,-1
3065.03,1,,58.4,15.87,3,0,,59.26,26.6,3,-1
3065.12,1,,58.4,15.87,3,0,,59.73,27.18,3,-1
3065.24,1,,58.4,15.87,3,0,,59.21,27.06,3,-1
3065.32,1,,58.4,15.87,3,0,,59.21,26.71,3,-1
3065.48,1,,58.4,15.87,3,0,,59.74,26.27,3,-1
3065.5,1,,58.4,15.87,3,0,,59.51,26.74,3,-1
3065.63,1,,58.4,15.87,3,0,,59.2,27.28,3,-1
3065.71,1,,58.4,15.87,3,0,,58.7,26.87,3,-1
3065.8,1,,58.4,15.87,3,0,,58.58,26.54,3,-1
3065.89,1,,58.4,15.87,3,0,,58.55,26.46,3,-1
3066.02,1,,58.4,15.87,3,0,,60.53,26.25,3,-1
3066.1,1,,58.4,15.87,3,0,,59,26.84,3,-1
3066.23,1,,58.4,15.87,3,0,,59.19,26.52,3,-1
3066.32,1,,58.4,15.87,3,0,,59.33,26.88,3,-1
3066.4,1,,58.4,15.87,3,0,,60.62,26.92,3,-1
3066.52,1,,58.4,15.87,3,0,,58.94,26.34,3,-1
3066.62,1,,58.4,15.87,3,0,,59.9,26.1,3,-1
3066.74,1,,58.4,15.87,3,0,,59.03,26.8,3,-1
3066.79,1,,58.4,15.87,3,0,,59.87,26.92,3,-1
3066.88,1,,58.4,15.87,3,0,,59.3,26.82,3,-1
3067.01,1,,58.4,15.87,3,0,,58.02,26.08,3,-1
3067.09,1,,58.4,15.87,3,0,,59.63,26.4,3,-1
3067.21,1,,58.4,15.87,3,0,,59.6,26.5,3,-1
3067.31,1,,58.4,15.87,3,0,,58.92,26.48,3,-1
3067.42,1,,58.4,15.87,3,0,,61.03,27.4,3,-1
3067.48,1,,58.4,15.87,3,0,,59.69,26.65,3,-1
3067.73,1,,58.4,15.87,3,0,,59.39,26.19,3,-1
3067.73,1,,58.4,15.87,3,0,,59.39,26.19,3,-1
3067.78,1,,58.4,15.87,3,0,,58.98,26.76,3,-1
3067.99,1,,58.4,15.87,3,0,,59.79,26.7,3,-1
3067.99,1,,58.4,15.87,3,0,,59.79,26.7,3,-1
3068.12,1,,58.4,15.87,3,0,,58.82,26.27,3,-1
3068.18,1,,58.4,15.87,3,0,,59.59,26.1,3,-1
3068.29,1,,58.4,15.87,3,0,,59.29,26.56,3,-1
3068.45,1,,58.4,15.87,3,0,,60.03,27.1,3,-1
3068.47,1,,58.4,15.87,3,0,,60.69,26.88,3,-1
3068.75,1,,58.4,15.87,3,0,,59.81,26.45,3,-1
3068.75,1,,58.4,15.87,3,0,,59.63,26.31,3,-1
3068.77,1,,58.4,15.87,3,0,,59.11,26.66,3,-1
3068.89,1,,58.4,15.87,3,0,,59.01,26.67,3,-1
3069.01,1,,58.4,15.87,3,0,,59.69,26.8,3,-1
3069.08,1,,58.4,15.87,3,0,,59.12,26.84,3,-1
3069.26,1,,58.4,15.87,3,0,,59.14,26.48,3,-1
3069.28,1,,58.4,15.87,3,0,,58.93,26.14,3,-1
3069.38,1,,58.4,15.87,3,0,,59.65,26.98,3,-1
3069.49,1,,58.4,15.87,3,0,,59.18,26.51,3,-1
3069.58,1,,58.4,15.87,3,0,,60.36,26.74,3,-1
3069.76,1,,58.4,15.87,3,0,,59.29,26.54,3,-1
3069.76,1,,58.4,15.87,3,0,,59.17,26.3,3,-1
3069.89,1,,58.4,15.87,3,0,,59.26,26.77,3,-1
3070.01,1,,58.4,15.87,3,0,,59.69,26.97,3,-1
3070.07,1,,58.4,15.87,3,0,,60.41,26.97,3,-1
3070.24,1,,58.4,15.87,3,0,,60.11,26.66,3,-1
3070.28,1,,58.4,15.87,3,0,,59.51,26.63,3,-1
3070.38,1,,58.4,15.87,3,0,,58.85,27,3,-1
3070.58,1,,58.4,15.87,3,0,,59.84,26.61,3,-1
3070.58,1,,58.4,15.87,3,0,,59.54,26.39,3,-1
3070.67,1,,58.4,15.87,3,0,,60.33,26.89,3,-1
3070.76,1,,58.4,15.87,3,0,,60.26,26.62,3,-1
3070.88,1,,58.4,15.87,3,0,,57.64,26.55,3,-1
3070.96,1,,58.4,15.87,3,0,,58.64,26.02,3,-1
3071.06,1,,58.4,15.87,3,0,,59.31,26.64,3,-1
3071.15,1,,58.4,15.87,3,0,,59.68,26.68,3,-1
3071.36,1,,58.4,15.87,3,0,,59.12,26.77,3,-1
3071.36,1,,58.4,15.87,3,0,,59.12,26.77,3,-1
3071.6,1,,58.4,15.87,3,0,,58.54,26.64,3,-1
3071.6,1,,58.4,15.87,3,0,,60.11,26.89,3,-1
3071.66,1,,58.4,15.87,3,0,,60.66,26.98,3,-1
3071.75,1,,58.4,15.87,3,0,,60.31,26.98,3,-1
3072,1,,58.4,15.87,3,0,,60.26,26.41,3,-1
3072,1,,58.4,15.87,3,0,,59.1,26.27,3,-1
3072.04,1,,58.4,15.87,3,0,,58.59,26.67,3,-1
3072.14,1,,58.4,15.87,3,0,,59.7,26.67,3,-1
3072.35,1,,58.4,15.87,3,0,,60.91,26.9,3,-1
3072.35,1,,58.4,15.87,3,0,,59.73,26.71,3,-1
3072.56,1,,58.4,15.87,3,0,,60.54,26.72,3,-1
3072.56,1,,58.4,15.87,3,0,,60.1,26.58,3,-1
3072.65,1,,58.4,15.87,3,0,,59.74,26.87,3,-1
3072.74,1,,58.4,15.87,3,0,,60.09,26.61,3,-1
3072.98,1,,58.4,15.87,3,0,,60.69,27.12,3,-1
3072.98,1,,58.4,15.87,3,0,,60.69,27.12,3,-1
3073.04,1,,58.4,15.87,3,0,,59.71,26.2,3,-1
3073.12,1,,58.4,15.87,3,0,,59.31,26.27,3,-1
3073.34,1,,58.4,15.87,3,0,,58.91,26.48,3,-1
3073.34,1,,58.4,15.87,3,0,,58.91,26.48,3,-1
3073.43,1,,58.4,15.87,3,0,,59.64,26.55,3,-1
3073.54,1,,58.4,15.87,3,0,,60.35,26.76,3,-1
3073.63,1,,58.4,15.87,3,0,,60.4,26.39,3,-1
3073.73,1,,58.4,15.87,3,0,,59.65,26.69,3,-1
3073.87,1,,58.4,15.87,3,0,,59.91,26.64,3,-1
3073.99,1,,58.4,15.87,3,0,,60.22,26.55,3,-1
3074.05,1,,58.4,15.87,3,0,,59.89,26.34,3,-1
3074.18,1,,58.4,15.87,3,0,,59.78,26.23,3,-1
3074.27,1,,58.4,15.87,3,0,,59.33,26.54,3,-1
3074.35,1,,58.4,15.87,3,0,,59.57,26.81,3,-1
3074.42,1,,58.4,15.87,3,0,,60.51,26.39,3,-1
3074.53,1,,58.49,16.6,3,0,,59.45,26.61,3,-1
3074.63,1,,59.74,16.31,3,0,,59.02,26.42,3,-1
3074.71,1,,59.74,16.31,3,0,,58.79,26.24,3,-1
3074.92,1,,57.69,16.45,3,0,,59.56,26.34,3,-1
3074.93,1,,57.69,16.45,3,0,,59.2,26.2,3,-1
3075.04,1,,56.76,16.48,3,0,,60.12,26.69,3,-1
3075.17,1,,57.66,16.18,3,0,,59.38,26.29,3,-1
3075.23,1,,57.66,16.18,3,0,,59.3,25.94,3,-1
3075.31,1,,57.75,16.34,3,0,,58.89,26.33,3,-1
3075.43,1,,57.82,15.47,3,0,,60.17,26.63,3,-1
3075.52,1,,57.56,16.17,3,0,,59.83,26.66,3,-1
3075.61,1,,56.38,15.78,3,0,,57.64,26.43,3,-1
3075.74,1,,56.38,15.78,3,0,,58.45,26.1,3,-1
3075.82,1,,57.45,16.18,3,0,,58.75,26.05,3,-1
3075.91,1,,57.96,15.67,3,0,,58.23,26.56,3,-1
3076,1,,57.96,15.67,3,0,,60.61,26.32,3,-1
3076.12,1,,59.05,16.33,3,0,,61.66,27.24,3,-1
3076.21,1,,59.05,16.33,3,0,,57.81,26.02,3,-1
3076.31,1,,57.71,16.62,3,0,,60.03,26.11,3,-1
3076.39,1,,57.19,16.51,3,0,,59.71,26.61,3,-1
3076.6,1,,57.4,15.88,3,0,,59.6,26.59,3,-1
3076.6,1,,57.4,15.88,3,0,,59.91,26.12,3,-1
3076.69,1,,57.4,15.88,3,0,,59.9,26.6,3,-1
3076.9,1,,57.38,16.06,3,0,,59.41,26.65,3,-1
3076.9,1,,57.38,16.06,3,0,,59.34,26.25,3,-1
3077,1,,57.38,16.06,3,0,,59.07,26.39,3,-1
3077.11,1,,56.64,15.62,3,0,,59.24,26.5,3,-1
3077.33,1,,56.96,16.04,3,0,,60.46,26.83,3,-1
3077.35,1,,56.92,16.21,3,0,,58.75,26.54,3,-1
3077.38,1,,56.92,16.21,3,0,,59.36,26.39,3,-1
3077.59,1,,57.44,15.75,3,0,,59.72,26.58,3,-1
3077.71,1,,57.44,15.75,3,0,,59.59,26.8,3,-1
3077.71,1,,57.44,15.75,3,0,,59.59,26.8,3,-1
3077.8,1,,58.06,16.51,3,0,,59.4,26.59,3,-1
3077.89,1,,57.07,16.24,3,0,,60.09,26.49,3,-1
3077.98,1,,57.07,16.24,3,0,,59.73,26.41,3,-1
3078.23,1,,57.73,16.42,3,0,,59.52,26.94,3,-1
3078.23,1,,57.73,16.42,3,0,,59.77,26.64,3,-1
3078.28,1,,57.73,16.42,3,0,,60.51,26.85,3,-1
3078.38,1,,59.01,16.69,3,0,,59.88,26.63,3,-1
3078.61,1,,56.44,16.16,3,0,,58.9,26.29,3,-1
3078.61,1,,56.44,16.16,3,0,,58.89,26.37,3,-1
3078.68,1,,56.44,16.16,3,0,,58.33,26.71,3,-1
3078.82,1,,57.41,16.25,3,0,,59.07,26.54,3,-1
3078.88,1,,57.94,15.93,3,0,,60.45,27.02,3,-1
3079,1,,57.57,16.18,3,0,,59.56,26.59,3,-1
3079.09,1,,56.33,16.37,3,0,,59.76,26.5,3,-1
3079.3,1,,57.03,16.33,3,0,,59.7,27,3,-1
3079.3,1,,57.03,16.33,3,0,,58.74,26.91,3,-1
3079.37,1,,57.03,16.33,3,0,,59.85,26.97,3,-1
3079.48,1,,57.01,16.19,3,0,,56.7,25.94,3,-1
3079.58,1,,56.68,16.44,3,0,,59.01,26.19,3,-1
3079.67,1,,59.01,15.54,3,0,,59.56,26.43,3,-1
3079.78,1,,57.81,15.8,3,0,,59.48,26.66,3,-1
3079.91,1,,57.81,15.8,3,0,,61.26,27.05,3,-1
3079.96,1,,57.81,15.8,3,0,,59.66,26.85,3,-1
3080.18,1,,54.74,15.77,3,0,,60.26,26.69,3,-1
3080.18,1,,54.74,15.77,3,0,,59.72,26.21,3,-1
3080.26,1,,54.74,15.77,3,0,,59.65,26.66,3,-1
3080.38,1,,57.29,16.21,3,0,,59.57,26.64,3,-1
3080.47,1,,57.29,16.21,3,0,,60.08,27.04,3,-1
3080.59,1,,57.42,16.22,3,0,,59.15,26.74,3,-1
3080.66,1,,57.42,16.22,3,0,,60.36,26.41,3,-1
3080.78,1,,57.33,15.77,3,0,,59.65,26.39,3,-1
3081.01,1,,57.18,15.33,3,0,,58.04,27.01,3,-1
3081.01,1,,57.18,15.33,3,0,,58.04,27.01,3,-1
3081.08,1,,57.18,15.33,3,0,,59.71,26.75,3,-1
3081.23,1,,57.46,16.2,3,0,,59.21,26.43,3,-1
3081.25,1,,57.46,16.2,3,0,,58.95,26.28,3,-1
3081.37,1,,56.96,15.41,3,0,,59.42,27.17,3,-1
3081.47,1,,56.96,15.41,3,0,,59.07,26.65,3,-1
3081.65,1,,56.9,16.75,3,0,,60.28,26.66,3,-1
3081.65,1,,56.9,16.75,3,0,,59.64,26.39,3,-1
3081.85,1,,56.78,16.39,3,0,,60.12,26.38,3,-1
3081.85,1,,56.78,16.39,3,0,,59.74,26.39,3,-1
3082.07,1,,57.16,16.11,3,0,,59.93,26.58,3,-1
3082.07,1,,57.16,16.11,3,0,,59.93,26.58,3,-1
3082.15,1,,57.09,16.4,3,0,,59.6,26.74,3,-1
3082.28,1,,57.48,16.38,3,0,,59.52,26.7,3,-1
3082.39,1,,57.4,16.15,3,0,,58.32,25.93,3,-1
3082.49,1,,57.4,16.15,3,0,,58.71,25.79,3,-1
3082.55,1,,57.64,15.54,3,0,,58.33,26.39,3,-1
3082.64,1,,57.87,15.92,3,0,,58.42,26.52,3,-1
3082.85,1,,57.72,16.21,3,0,,58.53,26.51,3,-1
3082.85,1,,57.72,16.21,3,0,,58.53,26.51,3,-1
3083.14,1,,56.67,16.3,3,0,,59.66,26.45,3,-1
3083.14,1,,56.67,16.3,3,0,,59.66,26.45,3,-1
3083.14,1,,56.67,16.3,3,0,,59.27,26.34,3,-1
3083.24,1,,56.67,16.3,3,0,,59.33,26.73,3,-1
3083.48,1,,56.28,16.1,3,0,,59.91,26.4,3,-1
3083.48,1,,56.28,16.1,3,0,,59.82,26.18,3,-1
3083.54,1,,56.28,16.1,3,0,,59.21,26.67,3,-1
3083.63,1,,57.3,16.05,3,0,,59.83,26.61,3,-1
3083.83,1,,56.24,16.52,3,0,,59.8,26.57,3,-1
3083.89,1,,58.08,17.03,3,0,,59.48,26.8,3,-1
3083.92,1,,58.08,17.03,3,0,,60.08,26.73,3,-1
3084.04,1,,56.82,16.28,3,0,,60.03,26.25,3,-1
3084.14,1,,56.82,16.28,3,0,,59.37,26.58,3,-1
3084.23,1,,57.24,15.4,3,0,,58.99,26.53,3,-1
3084.38,1,,56.19,16.94,3,0,,59.62,26.8,3,-1
3084.47,1,,56.19,16.94,3,0,,59.45,26.47,3,-1
3084.53,1,,58.88,15.81,3,0,,61.05,26.39,3,-1
3084.61,1,,56.95,16.39,3,0,,59.14,26.73,3,-1
3084.83,1,,56.9,15.59,3,0,,59.66,26.94,3,-1
3084.83,1,,56.9,15.59,3,0,,59.66,26.94,3,-1
3084.92,1,,57.03,16.83,3,0,,59.52,26.82,3,-1
3085.03,1,,57.65,16.34,3,0,,59.86,26.46,3,-1
3085.13,1,,57.65,16.34,3,0,,58.79,26.34,3,-1
3085.21,1,,57.65,16.34,3,0,,59.85,26.66,3,-1
3085.33,1,,56,16.29,3,0,,60.07,26.6,3,-1
3085.43,1,,56,16.29,3,0,,60.46,26.85,3,-1
3085.51,1,,56.45,15.92,3,0,,59.91,26.76,3,-1
3085.61,1,,56.59,16.63,3,0,,59.56,26.52,3,-1
3085.72,1,,56.86,16.48,3,0,,59.33,26.3,3,-1
3085.81,1,,56.97,16.18,3,0,,59.3,26.62,3,-1
3085.9,1,,57.43,15.74,3,0,,58.93,26.59,3,-1
3086.02,1,,56.81,16.45,3,0,,59.55,26.67,3,-1
3086.11,1,,56.81,16.45,3,0,,61.25,26.94,3,-1
3086.32,1,,57.35,15.61,3,0,,58.4,25.95,3,-1
3086.32,1,,57.35,15.61,3,0,,59.5,26.14,3,-1
3086.5,1,,56.77,15.89,3,0,,58.81,26.54,3,-1
3086.5,1,,56.77,15.89,3,0,,59.1,26.66,3,-1
3086.62,1,,57.34,16.25,3,0,,59.2,27.01,3,-1
3086.75,1,,57.34,16.25,3,0,,59.25,26.59,3,-1
3086.8,1,,57.34,16.25,3,0,,58.5,26.37,3,-1
3086.92,1,,56.97,15.44,3,0,,59.22,26.78,3,-1
3087.01,1,,56.97,16.22,3,0,,60.54,26.57,3,-1
3087.25,1,,56.91,16.51,3,0,,60.29,26.83,3,-1
3087.25,1,,56.91,16.51,3,0,,59.71,26.39,3,-1
3087.31,1,,56.82,16.48,3,0,,59.47,25.91,3,-1
3087.43,1,,56.68,15.96,3,0,,59.33,26.55,3,-1
3087.49,1,,56.68,15.96,3,0,,60.11,26.65,3,-1
3087.74,1,,58.19,16.1,3,0,,59.76,26.55,3,-1
3087.74,1,,58.19,16.1,3,0,,59.36,26.62,3,-1
3087.79,1,,58.19,16.1,3,0,,59.51,26.44,3,-1
3087.91,1,,57.16,16.22,3,0,,58.7,26.23,3,-1
3088,1,,56.88,15.34,3,0,,58.41,26.52,3,-1
3088.09,1,,56.88,15.34,3,0,,59.6,26.6,3,-1
3088.21,1,,56.88,15.34,3,0,,59.73,26.87,3,-1
3088.3,1,,57.14,16.26,3,0,,59.5,26.48,3,-1
3088.39,1,,57.14,16.26,3,0,,58.08,26.87,3,-1
3088.48,1,,57.14,16.26,3,0,,58.83,26.6,3,-1
