Train.Red Export for,Session at 2025-05-06 2:15 p.m.,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor 1,Train.Red FYER,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor DataType,expertV13,,,,,,,,,,
Sensor ID,Train.Red FYER 0673,,,,,,,,,,
Mac Address,,,,,,,,,,,
Firmware Version,,,,,,,,,,,
Sensor Position,legRightUpperFront,,,,,,,,,,
2996.55,1,,57.96,16.86,3,0,,60.65,27.84,3,-1
2996.73,1,,57.54,17.29,3,0,,60.71,28.03,3,-1
2996.73,1,,57.54,17.29,3,0,,60.71,28.03,3,-1
2996.84,1,,58.26,17.44,3,0,,60.14,27.9,3,-1
2997.05,1,,57.2,16.13,3,0,,61.39,27.89,3,-1
2997.05,1,,57.2,16.13,3,0,,61.24,27.61,3,-1
2997.11,1,,57.2,16.13,3,0,,61.16,27.88,3,-1
2997.2,1,,57.24,17.06,3,0,,58.03,27.45,3,-1
2997.35,1,,57.14,16.82,3,0,,61.7,28.17,3,-1
2997.56,1,,56.83,16.48,3,0,,61.4,27.92,3,-1
2997.56,1,,56.83,16.48,3,0,,61.4,27.92,3,-1
2997.63,1,,56.83,16.48,3,0,,61.51,28.23,3,-1
2997.71,1,,57.79,16.31,3,0,,60.44,27.95,3,-1
2997.81,1,,54.28,16.38,3,0,,61.66,28.01,3,-1
2998.02,1,,58.06,16.85,3,0,,60.03,27.89,3,-1
2998.02,1,,58.06,16.85,3,0,,61.54,27.64,3,-1
2998.61,1,,57.09,17.28,3,0,,60.45,27.32,3,-1
2998.61,1,,57.09,17.28,3,0,,60.34,27.79,3,-1
2998.61,1,,57.09,17.28,3,0,,61.13,27.85,3,-1
2998.61,1,,57.09,17.28,3,0,,61.68,27.82,3,-1
2998.61,1,,57.09,17.28,3,0,,61.68,27.82,3,-1
2998.62,1,,57.09,17.28,3,0,,60.67,27.71,3,-1
2998.7,1,,57.09,17.28,3,0,,60.51,27.56,3,-1
2998.79,1,,57.94,16.4,3,0,,61.27,27.95,3,-1
2998.94,1,,57.56,17.2,3,0,,61.04,27.94,3,-1
2999.03,1,,57.56,17.2,3,0,,61.48,28.02,3,-1
2999.09,1,,56.92,17.01,3,0,,60.91,27.79,3,-1
2999.25,1,,56.83,16.24,3,0,,61.56,27.68,3,-1
2999.3,1,,56.83,16.24,3,0,,60.98,27.99,3,-1
2999.4,1,,56.81,16.85,3,0,,60.95,27.88,3,-1
2999.48,1,,57.7,17.09,3,0,,63.47,27.72,3,-1
2999.6,1,,57.29,17.29,3,0,,60.69,28.02,3,-1
2999.72,1,,57.7,16.8,3,0,,60.52,27.89,3,-1
2999.78,1,,57.7,16.8,3,0,,60.78,27.62,3,-1
2999.91,1,,57.87,16.25,3,0,,63.97,28.22,3,-1
2999.99,1,,57.02,17.1,3,0,,60.41,27.8,3,-1
3000.08,1,,55.59,17.19,3,0,,61.35,28.04,3,-1
3000.35,1,,57.91,17.17,3,0,,61.37,27.96,3,-1
3000.35,1,,57.91,17.17,3,0,,60.71,27.65,3,-1
3000.38,1,,57.53,16.54,3,0,,60.25,27.91,3,-1
3000.48,1,,57.94,16.68,3,0,,59.37,27.61,3,-1
3000.59,1,,57.7,17.14,3,0,,60.89,28.16,3,-1
3000.68,1,,58.36,16.78,3,0,,61.27,27.84,3,-1
3000.78,1,,58.36,16.78,3,0,,60.48,27.75,3,-1
3000.89,1,,57.18,17.23,3,0,,61.09,28.27,3,-1
3000.98,1,,58.27,16.5,3,0,,61.25,28.27,3,-1
3001.08,1,,56.52,17.69,3,0,,61.1,27.91,3,-1
3001.28,1,,57.77,17.32,3,0,,61.39,28.26,3,-1
3001.31,1,,56.15,17.25,3,0,,61.68,27.96,3,-1
3001.37,1,,56.15,17.25,3,0,,60.87,27.82,3,-1
3001.49,1,,56.93,16.67,3,0,,60.85,27.63,3,-1
3001.64,1,,57.41,17.31,3,0,,60.53,28.12,3,-1
3001.7,1,,57.41,17.31,3,0,,60.66,28.01,3,-1
3001.76,1,,57.41,17.31,3,0,,61.92,28.16,3,-1
3001.88,1,,57.92,17.12,3,0,,61.17,27.87,3,-1
3001.97,1,,57.43,17.05,3,0,,60.96,27.71,3,-1
3002.08,1,,56.91,16.27,3,0,,61.21,27.98,3,-1
3002.28,1,,56.4,17.01,3,0,,60.89,28.08,3,-1
3002.28,1,,56.4,17.01,3,0,,61.4,28.05,3,-1
3002.37,1,,57.94,17.06,3,0,,60.62,27.63,3,-1
3002.58,1,,57.51,17.19,3,0,,61.36,27.57,3,-1
3002.58,1,,57.51,17.19,3,0,,61.49,27.6,3,-1
3002.78,1,,57.71,16.62,3,0,,60.66,27.8,3,-1
3002.85,1,,57.75,17.3,3,0,,62.06,27.48,3,-1
3002.88,1,,57.75,17.3,3,0,,61.37,28.06,3,-1
3002.96,1,,58.32,17.26,3,0,,60.92,27.87,3,-1
3003.05,1,,57.23,17.04,3,0,,61.36,27.52,3,-1
3003.27,1,,57.76,16.53,3,0,,60.92,28.45,3,-1
3003.27,1,,57.76,16.53,3,0,,60.92,28.45,3,-1
3003.89,1,,56.85,16.44,3,0,,61.02,28.38,3,-1
3003.95,1,,56.85,16.44,3,0,,60.45,27.95,3,-1
3003.95,1,,56.85,16.44,3,0,,60.45,27.95,3,-1
3003.96,1,,56.85,16.44,3,0,,60.75,27.49,3,-1
3003.96,1,,56.85,16.44,3,0,,60.98,27.21,3,-1
3003.96,1,,56.85,16.44,3,0,,61.25,27.82,3,-1
3003.96,1,,56.85,16.44,3,0,,61.25,27.82,3,-1
3004.04,1,,57.9,16.77,3,0,,61.51,27.63,3,-1
3004.69,1,,57.96,16.97,3,0,,61.43,27.88,3,-1
3004.69,1,,57.96,16.97,3,0,,60.98,27.68,3,-1
3004.69,1,,57.96,16.97,3,0,,60.07,27.66,3,-1
3004.69,1,,57.96,16.97,3,0,,60.07,27.66,3,-1
3004.69,1,,57.96,16.97,3,0,,60.62,27.62,3,-1
3004.69,1,,57.96,16.97,3,0,,60.62,27.62,3,-1
3004.77,1,,57.29,16.67,3,0,,61.73,27.51,3,-1
3005.01,1,,57.17,16.5,3,0,,60.23,27.98,3,-1
3005.01,1,,57.17,16.5,3,0,,60.23,27.98,3,-1
3005.03,1,,57.83,16.8,3,0,,61.25,28.14,3,-1
3005.15,1,,56.46,16.63,3,0,,61.13,27.77,3,-1
3005.24,1,,57.31,16.84,3,0,,60.43,27.36,3,-1
3005.33,1,,55,16.31,3,0,,59.93,27.38,3,-1
3005.55,1,,56.96,16.8,3,0,,58.97,27.72,3,-1
3005.55,1,,56.96,16.8,3,0,,58.97,27.72,3,-1
3005.63,1,,56.62,16.68,3,0,,60.82,27.61,3,-1
3005.76,1,,57.07,16.59,3,0,,60.57,27.48,3,-1
3005.85,1,,57.73,16.68,3,0,,60.51,27.65,3,-1
3006.05,1,,58.01,16.68,3,0,,60.5,28.12,3,-1
3006.05,1,,58.01,16.68,3,0,,58.39,27.43,3,-1
3006.14,1,,58.01,16.68,3,0,,61.59,27.97,3,-1
3006.23,1,,57.44,17.01,3,0,,60.66,27.64,3,-1
3006.32,1,,57.7,16.78,3,0,,60.22,27.54,3,-1
3006.56,1,,57.26,16.99,3,0,,59.35,28.24,3,-1
3006.56,1,,57.26,16.99,3,0,,61.38,28.06,3,-1
3006.71,1,,57.72,16.8,3,0,,60.78,28.02,3,-1
3006.74,1,,57.72,16.8,3,0,,60.33,27.95,3,-1
3006.95,1,,57.38,16.6,3,0,,60.4,27.92,3,-1
3006.95,1,,57.38,16.6,3,0,,60.4,27.92,3,-1
3007.07,1,,57.4,16.74,3,0,,60.09,27.41,3,-1
3007.13,1,,57.4,16.74,3,0,,60.48,27.92,3,-1
3007.29,1,,57.38,16.61,3,0,,61.38,28.08,3,-1
3007.31,1,,57.38,16.61,3,0,,60.77,27.93,3,-1
3007.47,1,,56.71,16.59,3,0,,60.22,27.86,3,-1
3007.53,1,,56.71,16.59,3,0,,60.37,27.76,3,-1
3007.61,1,,57.07,16.08,3,0,,60.12,27.95,3,-1
3007.74,1,,57.41,16.7,3,0,,61.89,27.88,3,-1
3007.85,1,,57.37,16.91,3,0,,60.65,28.06,3,-1
3007.97,1,,57.37,16.91,3,0,,60.41,27.71,3,-1
3008,1,,57.37,16.91,3,0,,60.17,27.37,3,-1
3008.13,1,,57.32,16.09,3,0,,61,28.02,3,-1
3008.21,1,,57.08,17.09,3,0,,60.66,27.93,3,-1
3008.33,1,,58.22,17.04,3,0,,60.69,27.9,3,-1
3008.54,1,,56.78,16.4,3,0,,60.46,27.71,3,-1
3008.54,1,,56.78,16.4,3,0,,61.12,27.67,3,-1
3008.73,1,,57.38,16.25,3,0,,60.43,28.09,3,-1
3008.75,1,,57.57,17,3,0,,59.13,28.04,3,-1
3008.81,1,,57.57,17,3,0,,60.6,27.8,3,-1
3008.91,1,,58.19,17.32,3,0,,61.33,27.95,3,-1
3009.08,1,,57.46,16.8,3,0,,60.94,27.65,3,-1
3009.11,1,,57.46,16.8,3,0,,60.55,27.43,3,-1
3009.2,1,,56.53,15.99,3,0,,60.07,27.66,3,-1
3009.29,1,,57.92,16.49,3,0,,58.7,27.2,3,-1
3009.96,1,,58.32,17.26,3,0,,60.07,27.83,3,-1
3009.96,1,,58.32,17.26,3,0,,60.87,27.74,3,-1
3009.96,1,,58.32,17.26,3,0,,60.87,27.74,3,-1
3009.96,1,,58.32,17.26,3,0,,60.87,27.74,3,-1
3009.96,1,,58.32,17.26,3,0,,60.16,28.04,3,-1
3009.96,1,,58.32,17.26,3,0,,60.6,27.75,3,-1
3010.02,1,,58.32,17.26,3,0,,61.62,27.61,3,-1
3010.52,1,,57.82,17.33,3,0,,59.99,27.52,3,-1
3010.52,1,,57.82,17.33,3,0,,59.99,27.52,3,-1
3010.52,1,,57.82,17.33,3,0,,59.99,27.52,3,-1
3010.52,1,,57.82,17.33,3,0,,61.03,27.89,3,-1
3010.52,1,,57.82,17.33,3,0,,61.94,27.72,3,-1
3010.64,1,,56.99,17.06,3,0,,63.12,27.5,3,-1
3010.7,1,,56.99,17.06,3,0,,62.88,28.14,3,-1
3010.83,1,,57.12,16.8,3,0,,61.12,27.94,3,-1
3011.01,1,,56.97,17.15,3,0,,61.11,28.08,3,-1
3011.01,1,,56.97,17.15,3,0,,60.11,28.21,3,-1
3011.09,1,,58.01,17.15,3,0,,61,28.11,3,-1
3011.21,1,,57.03,17.22,3,0,,60.23,27.84,3,-1
3011.31,1,,57.09,16.83,3,0,,59.83,27.43,3,-1
3011.45,1,,57.29,16.98,3,0,,61.2,27.94,3,-1
3011.48,1,,57.29,16.98,3,0,,60.15,28.05,3,-1
3011.72,1,,57.08,17.16,3,0,,61.25,27.93,3,-1
3011.72,1,,57.08,17.16,3,0,,60.63,27.77,3,-1
3011.78,1,,57.08,17.16,3,0,,61.01,27.78,3,-1
3011.88,1,,58.26,17.01,3,0,,59.85,27.46,3,-1
3012.08,1,,58.21,17.2,3,0,,61.05,27.82,3,-1
3012.08,1,,58.21,17.2,3,0,,61.05,27.82,3,-1
3012.29,1,,56.91,16.94,3,0,,60.87,27.71,3,-1
3012.29,1,,56.91,16.94,3,0,,60.63,27.5,3,-1
3012.38,1,,57.25,17.02,3,0,,61.33,27.59,3,-1
3012.48,1,,56.98,16.44,3,0,,61.22,27.79,3,-1
3012.75,1,,57.73,17.02,3,0,,60.93,27.73,3,-1
3012.75,1,,57.73,17.02,3,0,,61.59,27.8,3,-1
3012.78,1,,57.73,17.02,3,0,,61.63,27.93,3,-1
3012.87,1,,57.39,16.87,3,0,,60.23,27.65,3,-1
3013.07,1,,58.35,16.15,3,0,,60.75,27.54,3,-1
3013.07,1,,58.35,16.15,3,0,,60.75,27.54,3,-1
3013.17,1,,57.15,17.01,3,0,,60.78,27.71,3,-1
3013.38,1,,57.28,16.68,3,0,,60.22,28.28,3,-1
3013.38,1,,57.28,16.68,3,0,,60.22,28.28,3,-1
3013.49,1,,57.57,16.11,3,0,,61.41,27.44,3,-1
3013.58,1,,57.57,16.11,3,0,,59.71,27.59,3,-1
3013.79,1,,57.77,16.68,3,0,,60.94,28.01,3,-1
3013.79,1,,57.77,16.68,3,0,,60.94,28.01,3,-1
3013.85,1,,57.77,16.68,3,0,,61.08,27.94,3,-1
3013.98,1,,57.65,16.71,3,0,,60.62,27.73,3,-1
3014.07,1,,57.34,17.05,3,0,,61.17,27.53,3,-1
3014.16,1,,57.69,16.26,3,0,,61.38,28.11,3,-1
3014.28,1,,57.46,16.87,3,0,,61.43,28.15,3,-1
3014.36,1,,57.53,16.68,3,0,,61.69,28.48,3,-1
3014.48,1,,54.4,16.3,3,0,,61.42,27.86,3,-1
3014.6,1,,54.4,16.3,3,0,,61.05,27.6,3,-1
3014.82,1,,57.32,16.89,3,0,,61.54,28.11,3,-1
3014.82,1,,57.32,16.89,3,0,,60.68,28.13,3,-1
3014.84,1,,57.32,16.89,3,0,,59.9,28.06,3,-1
3015,1,,58.27,16.86,3,0,,61.04,28.07,3,-1
3015.05,1,,57.43,16.94,3,0,,61.44,27.98,3,-1
3015.15,1,,58.03,16.65,3,0,,62.92,27.6,3,-1
3015.27,1,,56.79,15.89,3,0,,60.91,27.98,3,-1
3015.38,1,,57,16.75,3,0,,61.61,27.52,3,-1
3015.47,1,,56.51,16.5,3,0,,61.2,28.38,3,-1
3015.78,1,,56.96,16.25,3,0,,59.33,28.23,3,-1
3015.78,1,,56.96,16.25,3,0,,61.24,27.65,3,-1
3015.78,1,,56.96,16.25,3,0,,60.77,27.69,3,-1
3015.87,1,,56.96,16.25,3,0,,60.91,27.92,3,-1
3015.95,1,,56.96,16.25,3,0,,61.38,28,3,-1
3016.05,1,,58.23,16.91,3,0,,61.65,27.96,3,-1
3016.13,1,,57.4,16.92,3,0,,58.7,27.24,3,-1
3016.37,1,,57.28,17.3,3,0,,60.73,27.5,3,-1
3016.37,1,,57.28,17.3,3,0,,60.4,28.04,3,-1
3016.47,1,,57.28,17.3,3,0,,61.42,27.8,3,-1
3016.58,1,,58.04,17.07,3,0,,61.57,28.3,3,-1
3016.65,1,,58.04,17.07,3,0,,61.34,27.67,3,-1
3016.74,1,,57.22,17.17,3,0,,60.99,27.49,3,-1
3016.97,1,,57.72,16.86,3,0,,61.01,27.71,3,-1
3016.97,1,,57.72,16.86,3,0,,61.01,27.71,3,-1
3017.04,1,,57.72,16.86,3,0,,61.65,27.75,3,-1
3017.25,1,,57.14,16.71,3,0,,62.42,27.33,3,-1
3017.25,1,,57.14,16.71,3,0,,60.78,27.74,3,-1
3017.34,1,,58.38,16.2,3,0,,61.02,27.48,3,-1
3017.55,1,,56.96,16.73,3,0,,60.74,27.67,3,-1
3017.55,1,,56.96,16.73,3,0,,60.39,27.43,3,-1
3017.64,1,,56.53,16.71,3,0,,61.19,27.83,3,-1
3017.73,1,,57.68,16.76,3,0,,60.62,27.57,3,-1
3018.08,1,,57.29,16.15,3,0,,60.66,27.24,3,-1
3018.08,1,,57.29,16.15,3,0,,60.46,27.6,3,-1
3018.09,1,,57.29,16.15,3,0,,60.22,27.82,3,-1
3018.15,1,,57.49,16.87,3,0,,60.65,27.74,3,-1
3018.23,1,,57.6,16.85,3,0,,61.46,27.6,3,-1
3018.32,1,,58,17.13,3,0,,61.1,27.52,3,-1
3018.56,1,,58.32,16.12,3,0,,58.39,26.84,3,-1
3018.59,1,,58.32,16.12,3,0,,61.73,27.87,3,-1
3018.62,1,,57.18,17.09,3,0,,61.55,27.76,3,-1
3018.71,1,,57.18,17.09,3,0,,60.84,27.86,3,-1
3018.87,1,,57.68,16.86,3,0,,59.98,27.8,3,-1
3018.95,1,,57.68,16.86,3,0,,61.48,27.4,3,-1
3019.02,1,,57.35,16.27,3,0,,61.55,27.64,3,-1
3019.13,1,,57.5,16.47,3,0,,60.64,27.74,3,-1
3019.25,1,,57.57,16.97,3,0,,61.35,27.61,3,-1
3019.31,1,,57.08,17.1,3,0,,61.55,27.78,3,-1
3019.49,1,,57.1,16.94,3,0,,61.03,27.2,3,-1
3019.52,1,,57.1,16.94,3,0,,60.42,27.49,3,-1
3019.65,1,,57.18,16.24,3,0,,59.88,27.56,3,-1
3019.74,1,,57.18,16.24,3,0,,59.52,27.57,3,-1
3019.82,1,,55.65,17.37,3,0,,61.02,27.87,3,-1
3020.03,1,,57.49,16.06,3,0,,60.16,27.7,3,-1
3020.03,1,,57.49,16.06,3,0,,59.86,27.29,3,-1
3020.13,1,,57.49,16.06,3,0,,59.44,27.94,3,-1
3020.21,1,,57.49,16.06,3,0,,61.21,27.77,3,-1
3020.31,1,,57.51,16.3,3,0,,60.99,27.74,3,-1
3020.51,1,,57.35,16.79,3,0,,60.89,27.61,3,-1
3020.52,1,,57.35,16.79,3,0,,60.8,27.5,3,-1
3020.64,1,,57,16.68,3,0,,61.45,27.38,3,-1
3020.69,1,,57.61,16.18,3,0,,61.85,27.59,3,-1
3020.91,1,,55.43,16.58,3,0,,61.17,27.58,3,-1
3020.96,1,,58.08,17.04,3,0,,61.87,27.82,3,-1
3021,1,,58.08,17.04,3,0,,60.65,27.62,3,-1
3021.21,1,,57.51,16.77,3,0,,61.11,27.3,3,-1
3021.26,1,,57.43,16.42,3,0,,61.07,27.92,3,-1
3021.29,1,,57.43,16.42,3,0,,61.13,27.88,3,-1
3021.5,1,,57.68,16.86,3,0,,61.59,27.81,3,-1
3021.5,1,,57.68,16.86,3,0,,61.59,27.81,3,-1
3021.59,1,,57.35,16.82,3,0,,60.94,27.75,3,-1
3021.77,1,,56.8,16.45,3,0,,59.6,27.05,3,-1
3021.8,1,,56.8,16.45,3,0,,60.44,27.65,3,-1
3021.89,1,,56.93,16.59,3,0,,60.51,27.64,3,-1
3021.98,1,,57.22,16.5,3,0,,60.92,27.97,3,-1
3022.1,1,,57.99,16.35,3,0,,60.6,27.67,3,-1
3022.19,1,,57.99,16.35,3,0,,61.29,27.66,3,-1
3022.31,1,,57.26,16.05,3,0,,60.8,27.73,3,-1
3022.41,1,,57.26,16.05,3,0,,61.1,27.86,3,-1
3022.49,1,,57.72,16.63,3,0,,60.95,27.85,3,-1
3022.58,1,,57.52,16.82,3,0,,61.28,27.79,3,-1
3022.68,1,,57.22,16.81,3,0,,61.06,27.36,3,-1
3022.81,1,,57.2,16.52,3,0,,60.11,27.34,3,-1
3022.88,1,,58.27,16.16,3,0,,61.39,27.75,3,-1
3023.03,1,,57.96,16.7,3,0,,62.64,27.42,3,-1
3023.16,1,,57.47,16.76,3,0,,61.15,27.64,3,-1
3023.31,1,,57.47,16.76,3,0,,61.04,27.55,3,-1
3023.31,1,,57.47,16.76,3,0,,61.04,27.55,3,-1
3023.39,1,,57.19,16.14,3,0,,60.06,27.94,3,-1
3023.48,1,,56.86,16.18,3,0,,60.4,27.69,3,-1
3023.6,1,,57.52,16.48,3,0,,61.73,27.62,3,-1
3023.69,1,,57.52,16.48,3,0,,61.12,27.69,3,-1
3023.78,1,,57.52,16.48,3,0,,60.5,27.55,3,-1
3023.88,1,,56.83,16.41,3,0,,61.05,27.24,3,-1
3023.99,1,,57.46,15.7,3,0,,61.24,26.87,3,-1
3024.11,1,,57.35,16.5,3,0,,60.34,27.24,3,-1
3024.23,1,,57.48,16.6,3,0,,60.67,27.69,3,-1
3024.29,1,,57.12,16.45,3,0,,60.08,27.42,3,-1
3024.39,1,,57.12,16.45,3,0,,60.09,27.47,3,-1
3024.48,1,,59.43,15.86,3,0,,60.68,27.42,3,-1
3024.57,1,,57.62,16.41,3,0,,60.56,27.6,3,-1
3024.77,1,,57.33,16.82,3,0,,61.46,27.61,3,-1
3024.77,1,,57.33,16.82,3,0,,61.06,27.37,3,0
3024.86,1,,58.79,17.3,3,0,,60.76,27.29,3,0
3025.02,1,,57.88,16.75,3,0,,61.13,27.15,3,0
3025.14,1,,57.29,16.72,3,0,,60.71,27.58,3,0
3025.19,1,,57.29,16.72,3,0,,61.41,27.49,3,0
3025.25,1,,57.5,16.73,3,0,,60.75,27.51,3,0
3025.49,1,,57.24,16.18,3,0,,60.5,27.27,3,0
3025.49,1,,57.24,16.18,3,0,,61.63,27.24,3,0
3025.58,1,,57.68,16.23,3,0,,60.04,27.4,3,0
3025.79,1,,57.14,16.8,3,0,,59.8,27.53,3,0
3025.79,1,,57.14,16.8,3,0,,61.1,27.46,3,0
3025.85,1,,57.14,16.8,3,0,,61.15,27.98,3,0
3026.08,1,,57.75,16.44,3,0,,61.13,27.35,3,0
3026.08,1,,57.73,15.92,3,0,,60.31,27.08,3,0
3026.16,1,,57.73,15.92,3,0,,60.01,27.19,3,0
3026.25,1,,57.71,16.71,3,0,,59.34,26.59,3,0
3026.36,1,,57.31,16.63,3,0,,60.61,26.97,3,0
3026.46,1,,57.95,16.82,3,0,,60.6,27.44,3,0
3026.55,1,,58.5,16.27,3,0,,60.05,27.28,3,0
3026.78,1,,57.12,16.89,3,0,,60.32,27.83,3,0
3026.78,1,,57.12,16.89,3,0,,60.62,27.5,3,0
3026.9,1,,57.12,16.89,3,0,,60.95,27.62,3,0
3027.06,1,,57.11,16.66,3,0,,60.37,27.31,3,0
3027.06,1,,57.11,16.66,3,0,,61.45,27.27,3,0
3027.14,1,,58.2,16.74,3,0,,59.74,27.27,3,0
3027.29,1,,56.52,16.85,3,0,,60.84,27.25,3,0
3027.35,1,,56.52,16.85,3,0,,60.62,27.36,3,0
3027.45,1,,57.77,16.82,3,0,,61.35,27.78,3,0
3027.54,1,,57.61,17.01,3,0,,59.59,27.47,3,0
3027.66,1,,56.87,16.72,3,0,,59.66,27.32,3,-1
3027.74,1,,57.35,15.99,3,0,,60.64,27.51,3,-1
3027.84,1,,57.24,16.62,3,0,,60.69,27.64,3,-1
3028.05,1,,57.36,16.85,3,0,,60.57,27.59,3,-1
3028.05,1,,57.36,16.85,3,0,,60.91,27.74,3,-1
3028.23,1,,56.94,16.47,3,0,,60.15,27.55,3,-1
3028.23,1,,56.94,16.47,3,0,,60.29,26.99,3,-1
3028.35,1,,57.56,15.77,3,0,,59.37,27.14,3,-1
3028.56,1,,57.56,15.77,3,0,,60.99,27.5,3,-1
3028.56,1,,57.56,15.77,3,0,,60.99,27.5,3,-1
3028.65,1,,57.56,15.77,3,0,,60.68,27.38,3,-1
3028.74,1,,57.56,15.77,3,0,,60.21,27.25,3,-1
3028.82,1,,57.56,15.77,3,0,,61.03,27.55,3,-1
3029.03,1,,57.08,16.43,3,0,,59.42,27.71,3,-1
3029.03,1,,57.08,16.43,3,0,,61,27.67,3,-1
3029.13,1,,57.56,16.88,3,0,,61.05,27.4,3,-1
3029.33,1,,57.16,16.59,3,0,,60.09,27.4,3,-1
3029.33,1,,57.16,16.59,3,0,,60.16,27.04,3,-1
3029.42,1,,57.65,16.27,3,0,,60.25,27.51,3,-1
3029.51,1,,57.07,16.82,3,0,,59.49,26.96,3,-1
3029.64,1,,56.87,16.68,3,0,,60.88,27.54,3,-1
3029.73,1,,57.8,16.94,3,0,,60.38,27.3,3,-1
3029.82,1,,57.32,16.79,3,0,,61.6,27.23,3,-1
3030.02,1,,57.04,16.08,3,0,,63.21,27.76,3,-1
3030.03,1,,57.04,16.08,3,0,,60.7,27.42,3,-1
3030.11,1,,57.95,16.69,3,0,,60.93,27.5,3,-1
3030.32,1,,57.03,16.31,3,0,,60.47,27.4,3,-1
3030.32,1,,57.03,16.31,3,0,,60.53,27.47,3,-1
3030.45,1,,57.16,16.3,3,0,,60.79,27.09,3,-1
3030.5,1,,57.16,16.3,3,0,,59.38,26.82,3,0
3030.71,1,,57.34,16.33,3,0,,60.39,27.13,3,0
3030.71,1,,57.34,16.33,3,0,,61.92,27.6,3,0
3030.8,1,,57.18,16.42,3,0,,60.4,27.3,3,0
3031.02,1,,57.49,15.35,3,0,,62.54,27.47,3,0
3031.02,1,,57.49,15.35,3,0,,59.89,27.3,3,0
3031.1,1,,57.49,16.14,3,0,,59.74,27.9,3,0
3031.35,1,,57.79,17,3,0,,61.03,27.41,3,0
3031.35,1,,57.79,17,3,0,,60.64,27.3,3,0
3031.4,1,,57.47,16.7,3,0,,60.35,27.16,3,0
3031.49,1,,57.47,16.7,3,0,,60.39,26.2,3,0
3031.61,1,,56.87,15.65,3,0,,59.79,27,3,0
3031.71,1,,57.4,16.65,3,0,,59.92,27.19,3,0
3031.79,1,,58.66,16.04,3,0,,60.94,27.39,3,0
3031.97,1,,57.03,16.47,3,0,,59.17,27.49,3,0
3032,1,,57.03,16.47,3,0,,60.53,27.08,3,0
3032.21,1,,57.35,16.09,3,0,,59.96,27.2,3,0
3032.21,1,,57.35,16.09,3,0,,59.96,27.2,3,0
3032.31,1,,57.7,16.48,3,0,,60.47,27.29,3,0
3032.39,1,,57.87,16.57,3,0,,60.31,27.44,3,0
3032.54,1,,56.56,16.08,3,0,,60.54,26.53,3,0
3032.6,1,,56.56,16.08,3,0,,60.24,26.83,3,0
3032.69,1,,55.61,15.76,3,0,,60.29,27.07,3,0
3032.78,1,,57.74,16.42,3,0,,60.28,27.07,3,0
3032.91,1,,57.74,16.42,3,0,,60.62,27.85,3,0
3033,1,,57.74,16.42,3,0,,59.22,27.19,3,0
3033.08,1,,56.56,16.51,3,0,,60.01,27.01,3,0
3033.2,1,,57.41,15.91,3,0,,60.43,27.06,3,0
3033.29,1,,57.34,16.21,3,0,,60.94,27.24,3,0
3033.38,1,,57.71,16.66,3,0,,60.15,27.24,3,0
3033.5,1,,57.32,16.61,3,0,,60.51,26.71,3,0
3033.59,1,,56.9,16.45,3,0,,60.78,27.15,3,0
3033.71,1,,56.1,16.83,3,0,,59.37,27.01,3,0
3033.78,1,,57.93,15.84,3,0,,59.57,27.34,3,0
3033.89,1,,57.07,16.64,3,0,,60.76,27.54,3,0
3034.01,1,,57.6,16.7,3,0,,60.7,27.55,3,0
3034.13,1,,57.6,16.7,3,0,,59.86,27.26,3,0
3034.22,1,,57.57,16.05,3,0,,59.99,26.97,3,0
3034.28,1,,57.57,16.05,3,0,,59.8,27.09,3,0
3034.37,1,,58.02,16.28,3,0,,59.65,27.26,3,0
3034.58,1,,56.99,16.65,3,0,,60.5,27.14,3,0
3034.58,1,,56.99,16.65,3,0,,60.5,27.14,3,0
3034.71,1,,57.81,16.93,3,0,,60.44,27.32,3,0
3034.77,1,,57.37,16.47,3,0,,61.19,26.9,3,0
3034.89,1,,57.44,15.88,3,0,,60.37,27.42,3,0
3034.97,1,,57.24,16.71,3,0,,60.6,27.56,3,0
3035.09,1,,56.84,16.5,3,0,,60.16,27.55,3,0
3035.3,1,,57.03,16.31,3,0,,61.36,27.41,3,0
3035.3,1,,57.03,16.31,3,0,,61.19,26.91,3,0
3035.37,1,,57.03,16.31,3,0,,60.17,27.23,3,0
3035.48,1,,57.01,16.29,3,0,,60.42,27.29,3,0
3035.57,1,,57.54,16.77,3,0,,60.97,27.24,3,0
3035.73,1,,57.5,17.05,3,0,,60.23,27.35,3,0
3035.78,1,,57.13,16.78,3,0,,61.52,26.82,3,0
3035.87,1,,56.65,16.57,3,0,,60.87,26.94,3,0
3035.96,1,,56.9,15.95,3,0,,59.88,27.46,3,0
3036.05,1,,57.48,16.84,3,0,,60.25,27.12,3,0
3036.26,1,,57.58,16.68,3,0,,60.9,27.8,3,0
3036.26,1,,57.58,16.68,3,0,,60.9,27.8,3,0
3036.35,1,,56.62,16.78,3,0,,60.09,26.91,3,0
3036.47,1,,56.72,15.91,3,0,,59.85,26.66,3,0
3036.59,1,,57.77,16.67,3,0,,59.92,27.01,3,0
3036.66,1,,57.77,16.67,3,0,,60.51,27.04,3,0
3036.78,1,,57.77,16.67,3,0,,60.07,26.76,3,0
3036.87,1,,56.38,16.54,3,0,,59.95,27.05,3,-1
